gene	sample	impact	mutations	dnds	pvalue	lower	upper
CREBBP--TAZ_ZnF	P19_0016_BTR_01	nonsynonymous_splice	1	1.7984405517578141	0.5931699	0.1025657707452775	7.975808715820314
KDM6A--JmjC_domain	P19_0016_BTR_01	missense	4	12.850000000000025	0.00031006336	3.973127441406258	30.059472656250023
KDM6A--JmjC_domain	P19_0016_BTR_01	nonsense	1	26.66269531250005	0.03142774	1.5123049390316035	119.70468750000005
KDM6A--JmjC_domain	P19_0016_BTR_01	truncating	1	18.531231689453165	0.04713124	1.053967130444946	82.46921997070316
KDM6A--JmjC_domain	P19_0016_BTR_01	nonsynonymous_splice	5	13.625000000000027	4.2021275e-05	4.858016967773448	29.50634765625003
RBM10--exon_15_ENST00000377604_ENSE00001305192	P19_0016_BTR_01	nonsense	1	98.02343750000014	0.0073854327	5.555560092926035	443.1326904296876
RBM10--exon_15_ENST00000377604_ENSE00001305192	P19_0016_BTR_01	truncating	1	98.02343750000014	0.0073854327	5.555560092926035	443.1326904296876
RBM10--exon_15_ENST00000377604_ENSE00001305192	P19_0016_BTR_01	nonsynonymous_splice	1	9.850781250000018	0.095694125	0.5613816642761239	43.54768066406252
KMT2D--HMG-box	P19_0016_BTR_01	missense	1	5.618748474121103	0.17875129	0.3208364022523169	24.899754333496105
KMT2D--HMG-box	P19_0016_BTR_01	nonsense	1	48.387500000000074	0.016126573	2.746440925598148	217.52995605468757
KMT2D--HMG-box	P19_0016_BTR_01	truncating	1	27.2718872070313	0.03053224	1.5516344297677307	121.1518920898438
KMT2D--HMG-box	P19_0016_BTR_01	nonsynonymous_splice	2	9.29921875000002	0.020807922	1.543650922775272	28.89821777343752
KMT2D--exon_17_ENST00000301067_ENSE00001273251	P19_0016_BTR_01	nonsense	2	140.25004882812522	7.253885e-05	23.035787130780548	446.1448242187502
KMT2D--exon_17_ENST00000301067_ENSE00001273251	P19_0016_BTR_01	truncating	2	140.25004882812522	7.253885e-05	23.035787130780548	446.1448242187502
KMT2D--exon_17_ENST00000301067_ENSE00001273251	P19_0016_BTR_01	nonsynonymous_splice	2	7.909375000000016	0.028973281	1.312741165161135	24.564648437500015
EP300--exon_27_ENST00000263253_ENSE00000655374	P19_0016_BTR_01	missense	5	39.73750000000007	1.7881393e-07	14.185229797363306	86.11201171875007
EP300--exon_27_ENST00000263253_ENSE00000655374	P19_0016_BTR_01	nonsynonymous_splice	5	36.31269531250007	2.9802322e-07	12.959896408319498	78.64729003906257
ARID1A--exon_12_ENST00000324856_ENSE00000872621	P19_0016_BTR_01	nonsense	3	114.49372558593768	2.2649765e-06	28.02650987163191	307.1060302734377
ARID1A--exon_12_ENST00000324856_ENSE00000872621	P19_0016_BTR_01	truncating	3	114.49372558593768	2.2649765e-06	28.02650987163191	307.1060302734377
ARID1A--exon_12_ENST00000324856_ENSE00000872621	P19_0016_BTR_01	nonsynonymous_splice	3	9.190625000000018	0.0048389435	2.277139205932621	23.95014648437502
KMT2D--exon_49_ENST00000301067_ENSE00001272677	P19_0016_BTR_01	missense	11	6.537500000000012	2.2053719e-06	3.3685708618164125	11.323876953125012
KMT2D--exon_49_ENST00000301067_ENSE00001272677	P19_0016_BTR_01	nonsense	6	46.125000000000085	0.0	18.081371917724645	95.63854980468759
KMT2D--exon_49_ENST00000301067_ENSE00001272677	P19_0016_BTR_01	truncating	6	46.125000000000085	0.0	18.081371917724645	95.63854980468759
KMT2D--exon_49_ENST00000301067_ENSE00001272677	P19_0016_BTR_01	nonsynonymous_splice	17	9.406152343750021	0.0	5.558570185899745	14.805932617187523
RB1--exon_13_ENST00000267163_ENSE00000939675	P19_0016_BTR_01	missense	1	16.687500000000032	0.0529086	0.9510613250732438	73.79260253906253
RB1--exon_13_ENST00000267163_ENSE00000939675	P19_0016_BTR_01	nonsynonymous_splice	1	15.10001220703128	0.059266746	0.8601026163995282	66.69425048828128
TERTpromoter	P19_0016_BTR_01	missense	1	185.43750000000028	0.003668487	10.504948644638077	837.9918212890627
TERTpromoter	P19_0016_BTR_01	nonsynonymous_splice	1	185.43750000000028	0.003668487	10.504948644638077	837.9918212890627
CREBBP--exon_9_ENST00000262367_ENSE00001656158	P19_0016_BTR_01	missense	1	7.062500000000013	0.13893664	0.40257080078125074	31.191528320312514
CREBBP--exon_9_ENST00000262367_ENSE00001656158	P19_0016_BTR_01	nonsynonymous_splice	1	6.6054687500000115	0.14943898	0.3771305847167975	29.21899414062501
CREBBP--CBP_KIX	P19_0016_BTR_01	missense	1	4.146875000000007	0.2494961	0.23674034118652376	18.32961425781251
CREBBP--CBP_KIX	P19_0016_BTR_01	nonsynonymous_splice	1	3.5687530517578177	0.29348415	0.20375047132372887	15.766629028320317
NOTCH2--exon_21_ENST00000256646_ENSE00000913341	P19_0016_BTR_01	missense	1	4.937500000000008	0.2065146	0.2812771606445317	21.838745117187507
NOTCH2--exon_21_ENST00000256646_ENSE00000913341	P19_0016_BTR_01	nonsynonymous_splice	1	4.482812500000007	0.22954518	0.25569892883300815	19.83254394531251
KDM6A--exon_18_ENST00000611820_ENSE00000978495	P19_0016_BTR_01	nonsense	4	56.106250000000095	8.940697e-07	17.07015562057498	135.4647705078126
KDM6A--exon_18_ENST00000611820_ENSE00000978495	P19_0016_BTR_01	truncating	4	56.106250000000095	8.940697e-07	17.07015562057498	135.4647705078126
KDM6A--exon_18_ENST00000611820_ENSE00000978495	P19_0016_BTR_01	nonsynonymous_splice	4	5.312500000000009	0.008952856	1.6424346923828153	12.451782226562509
EP300--HAT_p300/CBP_PHD	P19_0016_BTR_01	essential_splice	1	65.1500000000001	0.01156348	3.704540100097663	289.2869628906251
EP300--HAT_p300/CBP_PHD	P19_0016_BTR_01	truncating	1	36.100000000000065	0.02230239	2.0541601562500036	160.40175781250008
EP300--HAT_p300/CBP_PHD	P19_0016_BTR_01	nonsynonymous_splice	1	5.2187438964843835	0.19423038	0.29739651381969495	23.131341552734384
KMT2C--KMT2C_PHD2	P19_0016_BTR_01	missense	1	27.681250000000055	0.02997768	1.5773168945312532	122.64951171875006
KMT2C--KMT2C_PHD2	P19_0016_BTR_01	nonsynonymous_splice	1	22.393750000000047	0.038028896	1.2757802963256861	99.23151855468754
CREBBP--exon_30_ENST00000262367_ENSE00000865712	P19_0016_BTR_01	missense	1	5.587402343750009	0.18001664	0.31909920215606735	24.707885742187507
CREBBP--exon_30_ENST00000262367_ENSE00000865712	P19_0016_BTR_01	nonsynonymous_splice	1	5.306246948242197	0.1904689	0.3028710775822406	23.477023315429697
RBM10	P19_0016_BTR_01	missense	12	5.184375000000008	8.404255e-06	2.7532019805908248	8.800097656250008
RBM10	P19_0016_BTR_01	nonsense	24	93.56171875000015	0.0	58.87666531085978	142.26716308593765
RBM10	P19_0016_BTR_01	essential_splice	15	147.47500000000025	0.0	83.54578580856337	240.41079101562525
RBM10	P19_0016_BTR_01	truncating	39	110.65000000000018	0.0	77.45681823730482	153.69260253906268
RBM10	P19_0016_BTR_01	nonsynonymous_splice	51	19.30000000000004	0.0	14.237316894531281	25.55671386718754
CDKN1A	P19_0016_BTR_01	missense	8	5.300000000000009	0.00023114681	2.4044482421875037	9.980175781250008
CDKN1A	P19_0016_BTR_01	nonsense	3	18.78750000000004	0.0005736947	4.633890609741221	49.54433593750004
CDKN1A	P19_0016_BTR_01	truncating	3	15.31879882812503	0.0010561943	3.7886122107505864	40.245556640625026
CDKN1A	P19_0016_BTR_01	nonsynonymous_splice	11	6.467187500000012	2.503395e-06	3.3276638412475648	11.212670898437512
KDM6A--TPR_repeat_2	P19_0016_BTR_01	essential_splice	2	160.39997558593777	5.4240227e-05	26.432887747399548	505.7185791015628
KDM6A--TPR_repeat_2	P19_0016_BTR_01	truncating	2	82.20156250000014	0.00021916628	13.59112228870394	257.15639648437514
KDM6A--TPR_repeat_2	P19_0016_BTR_01	nonsynonymous_splice	2	19.15000000000004	0.004686296	3.1688476562500068	59.811621093750034
KMT2D--PHD_ZnF	P19_0016_BTR_01	missense	1	6.04414062500001	0.16512144	0.3444116020202641	26.76923828125001
KMT2D--PHD_ZnF	P19_0016_BTR_01	nonsynonymous_splice	1	5.312496948242196	0.19024885	0.30321668915450617	23.533932495117195
EP300--exon_20_ENST00000263253_ENSE00001302097	P19_0016_BTR_01	missense	1	10.190649414062522	0.092235744	0.5804245704412472	45.22666015625002
EP300--exon_20_ENST00000263253_ENSE00001302097	P19_0016_BTR_01	nonsynonymous_splice	1	9.224993896484392	0.10313767	0.5251937505602845	40.97365112304689
CREBBP--exon_25_ENST00000262367_ENSE00003531262	P19_0016_BTR_01	missense	1	3.8375061035156306	0.27167082	0.21931674003601104	16.96738891601563
CREBBP--exon_25_ENST00000262367_ENSE00003531262	P19_0016_BTR_01	nonsynonymous_splice	1	3.5686523437500055	0.29339123	0.2037449884414676	15.795825195312506
EP300	P19_0016_BTR_01	missense	22	2.706152343750004	7.599592e-05	1.712209463119509	4.041601562500004
EP300	P19_0016_BTR_01	nonsense	3	3.3062500000000052	0.08621651	0.8131390380859388	8.802465820312506
EP300	P19_0016_BTR_01	essential_splice	4	19.23789062500004	6.318092e-05	5.934805042743696	45.26938476562504
EP300	P19_0016_BTR_01	truncating	7	6.412500000000011	0.00018954277	2.7141809082031294	12.700952148437512
EP300	P19_0016_BTR_01	nonsynonymous_splice	29	3.1625015258789113	2.9802322e-07	2.1250083479285276	4.518092346191411
ARID1A--exon_3_ENST00000324856_ENSE00000902180	P19_0016_BTR_01	nonsense	7	39.96235351562508	0.0	16.509488035589484	82.37446289062508
ARID1A--exon_3_ENST00000324856_ENSE00000902180	P19_0016_BTR_01	truncating	7	39.96235351562508	0.0	16.509488035589484	82.37446289062508
ARID1A--exon_3_ENST00000324856_ENSE00000902180	P19_0016_BTR_01	nonsynonymous_splice	7	7.624951171875014	5.811453e-05	3.2569512259960227	14.908886718750015
STAG2--exon_10_ENST00000371145_ENSE00001764010	P19_0016_BTR_01	nonsense	1	66.6876953125001	0.011485279	3.7296907663345396	314.76203613281257
STAG2--exon_10_ENST00000371145_ENSE00001764010	P19_0016_BTR_01	truncating	1	66.6876953125001	0.011485279	3.7296907663345396	314.76203613281257
STAG2--exon_10_ENST00000371145_ENSE00001764010	P19_0016_BTR_01	nonsynonymous_splice	1	7.104687500000013	0.13812554	0.40491912841796945	31.57307128906251
EP300--HAT_Rtt109/CBP	P19_0016_BTR_01	missense	15	17.103906250000033	0.0	9.769823365211508	27.563500976562537
EP300--HAT_Rtt109/CBP	P19_0016_BTR_01	nonsynonymous_splice	15	15.16054687500003	0.0	8.658868708610552	24.42446289062503
CREBBP--exon_2_ENST00000262367_ENSE00001789080	P19_0016_BTR_01	missense	1	1.2828125000000008	0.81125987	0.07339202880859379	5.668798828125
CREBBP--exon_2_ENST00000262367_ENSE00001789080	P19_0016_BTR_01	nonsynonymous_splice	1	1.1718750000000004	0.8774098	0.06729949951171876	5.179443359375
NOTCH2--Notch_domain_1	P19_0016_BTR_01	missense	1	10.709375000000023	0.08721715	0.6101419448852552	47.50319824218752
NOTCH2--Notch_domain_1	P19_0016_BTR_01	nonsynonymous_splice	1	9.78129882812502	0.09660947	0.5568921524286281	43.32500000000002
EP300--exon_5_ENST00000263253_ENSE00000655024	P19_0016_BTR_01	nonsense	1	50.42500000000009	0.015424371	2.858613662719731	227.6759765625001
EP300--exon_5_ENST00000263253_ENSE00000655024	P19_0016_BTR_01	truncating	1	50.42500000000009	0.015424371	2.858613662719731	227.6759765625001
EP300--exon_5_ENST00000263253_ENSE00000655024	P19_0016_BTR_01	nonsynonymous_splice	1	6.151562500000011	0.16193229	0.3511146163940435	27.27033691406251
NOTCH2	P19_0016_BTR_01	missense	11	1.5425842285156266	0.18433422	0.7964970821142205	2.6668518066406266
NOTCH2	P19_0016_BTR_01	nonsense	1	1.9748535156250022	0.5418314	0.11265592098236096	8.823608398437502
NOTCH2	P19_0016_BTR_01	essential_splice	1	5.518774414062509	0.18263137	0.3146233898401265	24.55014648437501
NOTCH2	P19_0016_BTR_01	truncating	2	2.915600585937504	0.19962573	0.483153220415116	9.105786132812504
NOTCH2	P19_0016_BTR_01	nonsynonymous_splice	13	1.6658203125000017	0.09379715	0.9098671913146983	2.769946289062502
RB1	P19_0016_BTR_01	missense	3	1.3923828125000013	0.5884701	0.34547082901001014	3.633593750000001
RB1	P19_0016_BTR_01	nonsynonymous_splice	3	1.1906246185302738	0.7692825	0.29535604793578396	3.109569931030274
KMT2D--exon_20_ENST00000301067_ENSE00001272869	P19_0016_BTR_01	missense	1	2.2381835937500028	0.4780246	0.1275018692016603	9.904199218750003
KMT2D--exon_20_ENST00000301067_ENSE00001272869	P19_0016_BTR_01	nonsynonymous_splice	1	2.0508789062500026	0.5217576	0.11762447357177747	9.074194335937502
KDM6A--exon_24_ENST00000611820_ENSE00003686355	P19_0016_BTR_01	missense	3	28.79375000000006	0.00015228987	7.136543083190933	75.25004882812506
KDM6A--exon_24_ENST00000611820_ENSE00003686355	P19_0016_BTR_01	nonsynonymous_splice	3	26.494531250000048	0.00019723177	6.561623849868788	69.25942382812505
KDM6A--exon_27_ENST00000611820_ENSE00001771679	P19_0016_BTR_01	missense	3	43.925000000000075	4.1365623e-05	10.892257080078144	114.77338867187507
KDM6A--exon_27_ENST00000611820_ENSE00001771679	P19_0016_BTR_01	nonsynonymous_splice	3	37.925000000000075	6.520748e-05	9.398498229980488	99.00043945312507
ARID1A--exon_18_ENST00000324856_ENSE00001349739	P19_0016_BTR_01	missense	2	1.4250000000000012	0.63615483	0.23731201171875022	4.424267578125001
ARID1A--exon_18_ENST00000324856_ENSE00001349739	P19_0016_BTR_01	nonsense	3	19.15009765625004	0.00055122375	4.701566905975352	51.12885742187504
ARID1A--exon_18_ENST00000324856_ENSE00001349739	P19_0016_BTR_01	truncating	3	19.15009765625004	0.00055122375	4.701566905975352	51.12885742187504
ARID1A--exon_18_ENST00000324856_ENSE00001349739	P19_0016_BTR_01	nonsynonymous_splice	5	3.192187500000004	0.030043006	1.1396144104003922	6.909228515625005
KMT2D--exon_30_ENST00000301067_ENSE00001272807	P19_0016_BTR_01	nonsense	1	74.89843750000014	0.009930849	4.250013844966897	336.7813720703126
KMT2D--exon_30_ENST00000301067_ENSE00001272807	P19_0016_BTR_01	truncating	1	74.89843750000014	0.009930849	4.250013844966897	336.7813720703126
KMT2D--exon_30_ENST00000301067_ENSE00001272807	P19_0016_BTR_01	nonsynonymous_splice	1	9.300000000000018	0.102290034	0.5293872070312509	41.13959960937502
CREBBP--exon_31_ENST00000262367_ENSE00001292463	P19_0016_BTR_01	missense	4	2.7312500000000037	0.08596957	0.8451101684570324	6.389697265625004
CREBBP--exon_31_ENST00000262367_ENSE00001292463	P19_0016_BTR_01	nonsynonymous_splice	4	2.4376953125000034	0.121647	0.7544300079345714	5.706127929687503
ARID1A--exon_6_ENST00000324856_ENSE00001349761	P19_0016_BTR_01	nonsense	1	60.85000000000011	0.0125950575	3.4309503173828184	279.54445800781264
ARID1A--exon_6_ENST00000324856_ENSE00001349761	P19_0016_BTR_01	truncating	1	60.85000000000011	0.0125950575	3.4309503173828184	279.54445800781264
ARID1A--exon_6_ENST00000324856_ENSE00001349761	P19_0016_BTR_01	nonsynonymous_splice	1	6.725390625000012	0.14659488	0.38380592346191467	29.84611816406251
KMT2D--exon_9_ENST00000301067_ENSE00001114187	P19_0016_BTR_01	nonsense	1	35.34921875000006	0.022900403	2.006243100166324	158.52487792968756
KMT2D--exon_9_ENST00000301067_ENSE00001114187	P19_0016_BTR_01	truncating	1	35.34921875000006	0.022900403	2.006243100166324	158.52487792968756
KMT2D--exon_9_ENST00000301067_ENSE00001114187	P19_0016_BTR_01	nonsynonymous_splice	1	3.1828125000000047	0.33171725	0.1819639587402346	14.133129882812504
KMT2D--exon_22_ENST00000301067_ENSE00001272859	P19_0016_BTR_01	missense	1	5.662500000000009	0.17767328	0.32257110595703176	25.04665527343751
KMT2D--exon_22_ENST00000301067_ENSE00001272859	P19_0016_BTR_01	nonsynonymous_splice	1	5.268762207031259	0.19203949	0.30079825192689946	23.34066162109376
RBM10--exon_22_ENST00000377604_ENSE00001291058	P19_0016_BTR_01	missense	2	13.261718750000025	0.01008153	2.1946247768402136	41.39587402343753
RBM10--exon_22_ENST00000377604_ENSE00001291058	P19_0016_BTR_01	nonsense	1	95.32304687500016	0.0076164007	5.402773098945627	429.12553710937516
RBM10--exon_22_ENST00000377604_ENSE00001291058	P19_0016_BTR_01	truncating	1	95.32304687500016	0.0076164007	5.402773098945627	429.12553710937516
RBM10--exon_22_ENST00000377604_ENSE00001291058	P19_0016_BTR_01	nonsynonymous_splice	3	18.650390625000043	0.00058090687	4.612073979377758	48.91223144531254
KMT2D--PHD/RING_ZnF_2	P19_0016_BTR_01	essential_splice	2	83.84921875000013	0.0002104044	13.858259627819084	262.60532226562515
KMT2D--PHD/RING_ZnF_2	P19_0016_BTR_01	truncating	2	50.92500000000009	0.00059980154	8.42539428710939	159.3161132812501
KMT2D--PHD/RING_ZnF_2	P19_0016_BTR_01	nonsynonymous_splice	2	8.831445312500016	0.023148298	1.4653446459770227	27.422143554687516
EP300--exon_4_ENST00000263253_ENSE00000655023	P19_0016_BTR_01	missense	1	3.1078063964843796	0.3400401	0.1771423861384394	13.739520263671878
EP300--exon_4_ENST00000263253_ENSE00000655023	P19_0016_BTR_01	nonsynonymous_splice	1	2.8109436035156286	0.37755042	0.16044130682945268	12.445343017578129
RBM10--ZnF_C2H2_type	P19_0016_BTR_01	missense	1	14.431298828125026	0.06234026	0.8224303478002561	63.89174804687502
RBM10--ZnF_C2H2_type	P19_0016_BTR_01	nonsense	3	278.4000000000005	1.1920929e-07	67.85524360656748	753.4744628906255
RBM10--ZnF_C2H2_type	P19_0016_BTR_01	essential_splice	2	389.8500000000007	8.46386e-06	64.33023910522473	1227.2541748046883
RBM10--ZnF_C2H2_type	P19_0016_BTR_01	truncating	5	315.35000000000053	0.0	111.48160255432147	695.8077636718756
RBM10--ZnF_C2H2_type	P19_0016_BTR_01	nonsynonymous_splice	6	70.30000000000011	0.0	27.779140472412152	144.02924804687513
TP53--exon_5_ENST00000269305_ENSE00003518480	P19_0016_BTR_01	missense	1	4.640649414062507	0.22080773	0.264934434294701	20.54702148437501
TP53--exon_5_ENST00000269305_ENSE00003518480	P19_0016_BTR_01	nonsynonymous_splice	1	4.275001525878913	0.24152607	0.24376290101558007	18.920387268066413
KMT2D--exon_10_ENST00000301067_ENSE00001114141	P19_0016_BTR_01	missense	5	21.700000000000042	4.23193e-06	7.737327270507828	47.015551757812545
KMT2D--exon_10_ENST00000301067_ENSE00001114141	P19_0016_BTR_01	nonsynonymous_splice	5	19.799218750000044	6.67572e-06	7.065586018562333	42.944360351562544
NOTCH2--exon_25_ENST00000256646_ENSE00000913345	P19_0016_BTR_01	missense	1	1.823339843750002	0.5851307	0.10473992347717295	8.067236328125002
NOTCH2--exon_25_ENST00000256646_ENSE00000913345	P19_0016_BTR_01	nonsynonymous_splice	1	1.683985137939455	0.63164294	0.09664180889725695	7.449976348876955
EP300--CBP_KIX	P19_0016_BTR_01	nonsense	1	27.72500000000005	0.030110717	1.5713369750976593	124.81118164062505
EP300--CBP_KIX	P19_0016_BTR_01	truncating	1	20.175006103515663	0.04287201	1.1466200644895452	90.03950805664067
EP300--CBP_KIX	P19_0016_BTR_01	nonsynonymous_splice	1	2.6859313964843787	0.39641201	0.15307348042726537	11.886370849609378
STAG2--exon_15_ENST00000371145_ENSE00003607567	P19_0016_BTR_01	missense	1	6.850189208984387	0.14365888	0.39075271964073244	30.33346557617189
STAG2--exon_15_ENST00000371145_ENSE00003607567	P19_0016_BTR_01	nonsynonymous_splice	1	6.531250000000012	0.15148968	0.37220321655273503	28.915283203125014
EP300--exon_26_ENST00000263253_ENSE00001730907	P19_0016_BTR_01	missense	3	30.85332031250006	0.00012290478	7.6511765837669525	80.62260742187506
EP300--exon_26_ENST00000263253_ENSE00001730907	P19_0016_BTR_01	nonsynonymous_splice	3	29.206445312500055	0.00014573336	7.23872194886209	76.21328125000005
KMT2D--exon_15_ENST00000301067_ENSE00001272898	P19_0016_BTR_01	missense	6	33.94687500000006	5.9604645e-08	13.420388975143457	69.42478027343756
KMT2D--exon_15_ENST00000301067_ENSE00001272898	P19_0016_BTR_01	nonsense	1	59.149975585937604	0.01296711	3.3416770914197023	270.07038574218757
KMT2D--exon_15_ENST00000301067_ENSE00001272898	P19_0016_BTR_01	truncating	1	59.149975585937604	0.01296711	3.3416770914197023	270.07038574218757
KMT2D--exon_15_ENST00000301067_ENSE00001272898	P19_0016_BTR_01	nonsynonymous_splice	7	36.13730468750006	0.0	15.433673368096377	70.54953613281256
NOTCH2--exon_23_ENST00000256646_ENSE00000957931	P19_0016_BTR_01	missense	1	3.6000000000000054	0.29034573	0.2054516601562503	15.940698242187505
NOTCH2--exon_23_ENST00000256646_ENSE00000957931	P19_0016_BTR_01	nonsynonymous_splice	1	3.4078155517578175	0.30831528	0.19498849317431474	15.073464965820317
KMT2D--exon_52_ENST00000301067_ENSE00003922486	P19_0016_BTR_01	missense	1	4.0281250000000055	0.25768143	0.22974121093750027	17.839770507812506
KMT2D--exon_52_ENST00000301067_ENSE00003922486	P19_0016_BTR_01	nonsynonymous_splice	1	3.575778198242193	0.29293144	0.20413294389843972	15.829806518554694
KMT2C--exon_52_ENST00000262189_ENSE00003624714	P19_0016_BTR_01	missense	4	3.325000000000005	0.045476913	1.0297509765625015	7.776293945312505
KMT2C--exon_52_ENST00000262189_ENSE00003624714	P19_0016_BTR_01	nonsense	1	9.40000000000002	0.10100222	0.534978027343751	41.87863769531252
KMT2C--exon_52_ENST00000262189_ENSE00003624714	P19_0016_BTR_01	truncating	1	9.40000000000002	0.10100222	0.534978027343751	41.87863769531252
KMT2C--exon_52_ENST00000262189_ENSE00003624714	P19_0016_BTR_01	nonsynonymous_splice	5	3.8210937500000055	0.014388919	1.365655174255373	8.272998046875006
RBM10--RBM10_OCRE	P19_0016_BTR_01	nonsense	2	133.55009765625024	7.9870224e-05	21.989730963036457	422.3214599609378
RBM10--RBM10_OCRE	P19_0016_BTR_01	essential_splice	1	211.75000000000034	0.0031608343	12.037010345459004	946.9349365234378
RBM10--RBM10_OCRE	P19_0016_BTR_01	truncating	3	152.55000000000024	8.940697e-07	37.60092918396002	402.81000976562524
RBM10--RBM10_OCRE	P19_0016_BTR_01	nonsynonymous_splice	3	21.550097656250045	0.0003707409	5.339149526953708	56.222338867187545
KMT2C--KMT2C_ePHD2	P19_0016_BTR_01	missense	2	6.162890625000012	0.047829986	1.0232140445709246	19.13713378906251
KMT2C--KMT2C_ePHD2	P19_0016_BTR_01	nonsynonymous_splice	2	5.70039062500001	0.05591595	0.9456635951995865	17.68952636718751
EP300--exon_24_ENST00000263253_ENSE00000655331	P19_0016_BTR_01	missense	1	4.909375000000009	0.20780843	0.2797287750244145	21.761791992187508
EP300--exon_24_ENST00000263253_ENSE00000655331	P19_0016_BTR_01	nonsynonymous_splice	1	4.659375000000008	0.2202084	0.26539779663085983	20.632275390625008
TP53--exon_6_ENST00000269305_ENSE00003723991	P19_0016_BTR_01	missense	1	4.750000000000008	0.21534842	0.2709545898437504	21.014648437500007
TP53--exon_6_ENST00000269305_ENSE00003723991	P19_0016_BTR_01	nonsynonymous_splice	1	4.152734375000007	0.24954528	0.23655578613281283	18.37758789062501
KDM6A--KDM6A/BL_C_Helix	P19_0016_BTR_01	missense	3	35.725000000000065	7.8201294e-05	8.85863975524904	93.20546875000007
KDM6A--KDM6A/BL_C_Helix	P19_0016_BTR_01	essential_splice	1	298.15000000000055	0.00218153	16.917876243591337	1339.5489257812505
KDM6A--KDM6A/BL_C_Helix	P19_0016_BTR_01	truncating	1	62.76250000000012	0.012034118	3.573916091918952	279.3634521484376
KDM6A--KDM6A/BL_C_Helix	P19_0016_BTR_01	nonsynonymous_splice	4	40.10000000000008	3.2186508e-06	12.412721405029323	93.76821289062508
EP300--exon_16_ENST00000263253_ENSE00000880437	P19_0016_BTR_01	nonsense	1	41.17802734375008	0.019333065	2.334244707822804	185.81120605468757
EP300--exon_16_ENST00000263253_ENSE00000880437	P19_0016_BTR_01	truncating	1	41.17802734375008	0.019333065	2.334244707822804	185.81120605468757
EP300--exon_16_ENST00000263253_ENSE00000880437	P19_0016_BTR_01	nonsynonymous_splice	1	5.892193603515635	0.1698361	0.3359907099604611	26.103985595703136
RBM10--RRM_domain	P19_0016_BTR_01	nonsense	3	150.78750000000025	9.536743e-07	36.96758156776434	403.04702148437525
RBM10--RRM_domain	P19_0016_BTR_01	essential_splice	3	249.25000000000045	1.7881393e-07	61.38633880615245	659.6381835937505
RBM10--RRM_domain	P19_0016_BTR_01	truncating	6	187.81250000000028	0.0	73.70133283615124	388.4985351562503
RBM10--RRM_domain	P19_0016_BTR_01	nonsynonymous_splice	6	29.925000000000054	5.9604645e-08	11.798708343505883	61.477734375000054
NOTCH2--EGF-like_domain_20	P19_0016_BTR_01	essential_splice	1	173.9937500000003	0.003933072	9.857247691154498	785.7387451171878
NOTCH2--EGF-like_domain_20	P19_0016_BTR_01	truncating	1	146.40000000000026	0.0047417283	8.309997596740738	657.2685302734378
NOTCH2--EGF-like_domain_20	P19_0016_BTR_01	nonsynonymous_splice	1	33.35000000000006	0.024366856	1.8973809814453158	147.72011718750005
STAG2--exon_31_ENST00000371145_ENSE00004014452	P19_0016_BTR_01	nonsense	1	90.14372558593766	0.008097231	5.111104556247601	406.21611328125016
